order_id,order_date,ship_date,customer_id,customer_name,region,category,product_name,quantity,unit_price,unit_cost,discount,year,quarter,month,month_name,month_year,day_of_week,days_to_ship,revenue,total_cost,profit,profit_margin,order_value,order_month,cohort_month,cohort_index,recency,frequency,monetary,r_score,f_score,m_score,rfm_total,customer_segment
ORD04725,2023-11-30,2023-12-07,CUST0283,Victor Jackson,Central,Furniture,Meeting Table,3,1396.77,568.23,,2023,Q4,11,Nov,2023-11,Thursday,7.0,,1704.69,,,,2023-11,2022-03,20,124,14,9804.09,2,4,5,11,At Risk
ORD04726,2022-07-24,2022-07-31,CUST0289,Victor Garcia,North,Office Supplies,Stapler Heavy Duty,2,28.51,9.25,0.08,2022,Q3,7,Jul,2022-07,Sunday,7.0,52.46,18.5,33.96,64.74,52.46,2022-07,2022-03,4,107,16,4741.97,2,5,2,9,At Risk
ORD04727,2023-02-05,2023-02-06,CUST0155,Paul Harris,East,Clothing,Dress Pants,2,88.62,38.54,0.11,2023,Q1,2,Feb,2023-02,Sunday,1.0,157.74,77.08,80.66,51.13,157.74,2023-02,2022-01,13,7,13,17379.55,5,3,5,13,Loyal Customers
ORD04728,2023-04-02,2023-04-06,CUST0239,Diana Davis,North,Electronics,4K Monitor,2,425.29,220.61,0.13,2023,Q2,4,Apr,2023-04,Sunday,4.0,740.0,441.22,298.78,40.38,740.0,2023-04,2022-05,11,23,12,11813.58,4,3,5,12,Loyal Customers
ORD04729,2023-04-09,2023-04-13,CUST0350,Rachel White,South,Clothing,Business Suit,1,383.35,133.65,0.23,2023,Q2,4,Apr,2023-04,Sunday,4.0,295.18,133.65,161.53,54.72,295.18,2023-04,2022-07,9,171,16,6712.99,1,5,3,9,Lost Customers
ORD04730,2022-01-09,2022-01-13,CUST0311,Beth Williams,South,Clothing,Winter Jacket,1,198.76,87.97,0.13,2022,Q1,1,Jan,2022-01,Sunday,4.0,172.92,87.97,84.95,49.13,172.92,2022-01,2022-01,0,153,11,5365.02,1,2,3,6,Others
ORD04731,2023-09-12,2023-09-19,CUST0001,Uma Brown,West,Electronics,Smartphone X,4,821.16,502.23,0.06,2023,Q3,9,Sep,2023-09,Tuesday,7.0,3087.56,2008.92,1078.64,34.94,3087.56,2023-09,2022-01,20,112,8,6855.31,2,1,4,7,Others
ORD04732,2023-07-13,2023-07-14,CUST0284,Karen Thomas,North,Furniture,Meeting Table,4,1209.43,603.54,0.09,2023,Q3,7,Jul,2023-07,Thursday,1.0,4402.33,2414.16,1988.17,45.16,4402.33,2023-07,2022-06,13,78,9,5799.71,2,1,3,6,Others
ORD04733,2024-07-15,2024-07-18,CUST0381,Karen Thomas,East,Sports & Outdoors,Yoga Mat Premium,2,64.41,21.24,0.08,2024,Q3,7,Jul,2024-07,Monday,3.0,118.51,42.48,76.03,64.15,118.51,2024-07,2022-03,28,44,12,6225.35,3,3,3,9,Loyal Customers
ORD04734,2022-10-22,2022-10-28,CUST0187,Maya Jones,West,Clothing,Running Shoes Pro,1,106.11,50.14,0.13,2022,Q4,10,Oct,2022-10,Saturday,6.0,92.32,50.14,42.18,45.69,92.32,2022-10,2022-01,9,59,17,13940.98,3,5,5,13,Loyal Customers
ORD04735,2024-06-08,2024-06-09,CUST0152,Aaron Smith,East,Office Supplies,Stapler Heavy Duty,4,31.35,8.66,0.08,2024,Q2,6,Jun,2024-06,Saturday,1.0,115.37,34.64,80.73,69.97,115.37,2024-06,2022-05,25,206,6,550.23,1,1,1,3,Others
ORD04736,2024-09-03,2024-09-06,CUST0145,Olivia Jones,Central,Electronics,4K Monitor,4,477.41,218.81,0.06,2024,Q3,9,Sep,2024-09,Tuesday,3.0,1795.06,875.24,919.82,51.24,1795.06,2024-09,2022-01,32,119,15,6433.49,2,4,3,9,At Risk
ORD04737,2022-05-07,2022-05-12,CUST0181,Tara Williams,North,Electronics,USB-C Hub,5,40.8,13.17,0.06,2022,Q2,5,May,2022-05,Saturday,5.0,191.76,65.85,125.91,65.66,191.76,2022-05,2022-02,3,307,10,6300.62,1,2,3,6,Others
ORD04738,2024-12-06,2024-12-08,CUST0098,Henry Johnson,Central,Furniture,Meeting Table,2,1174.83,544.06,0.03,2024,Q4,12,Dec,2024-12,Friday,2.0,2279.17,1088.12,1191.05,52.26,2279.17,2024-12,2022-06,30,14,8,7631.01,5,1,4,10,New Customers
ORD04739,2023-09-25,2023-09-27,CUST0184,Karen Wilson,East,Sports & Outdoors,Jump Rope Pro,4,25.65,6.68,0.1,2023,Q3,9,Sep,2023-09,Monday,2.0,92.34,26.72,65.62,71.06,92.34,2023-09,2022-04,17,75,14,5493.04,3,4,3,10,Loyal Customers
ORD04740,2024-08-12,2024-08-16,CUST0127,Henry Wilson,West,Sports & Outdoors,Pull-up Bar Doorway,4,77.56,33.56,0.08,2024,Q3,8,Aug,2024-08,Monday,4.0,285.42,134.24,151.18,52.97,285.42,2024-08,2022-01,31,6,9,14539.57,5,1,5,11,New Customers
ORD04741,2023-07-07,2023-07-09,CUST0250,Beth Harris,West,Sports & Outdoors,Dumbbell Set 20kg,3,166.05,74.45,0.03,2023,Q3,7,Jul,2023-07,Friday,2.0,483.21,223.35,259.86,53.78,483.21,2023-07,2022-11,8,106,9,2689.05,2,1,1,4,Others
ORD04742,2024-06-14,2024-06-17,CUST0109,Noah Miller,East,Furniture,Meeting Table,4,1235.04,522.08,0.05,2024,Q2,6,Jun,2024-06,Friday,3.0,4693.15,2088.32,2604.83,55.5,4693.15,2024-06,2022-02,28,76,10,7206.86,2,2,4,8,Others
ORD04743,2024-05-20,2024-05-26,CUST0291,Jack Thomas,South,Office Supplies,Ballpoint Pens Pack,4,12.74,3.2,0.05,2024,Q2,5,May,2024-05,Monday,6.0,48.41,12.8,35.61,73.56,48.41,2024-05,2022-11,18,22,8,2958.2,4,1,1,6,New Customers
ORD04744,2024-08-03,2024-08-09,CUST0078,Victor Thompson,East,Sports & Outdoors,Resistance Bands Kit,4,31.24,8.62,0.05,2024,Q3,8,Aug,2024-08,Saturday,6.0,118.71,34.48,84.23,70.95,118.71,2024-08,2022-05,27,80,15,8316.82,2,4,4,10,At Risk
ORD04745,2023-09-05,2023-09-07,CUST0044,Tara Garcia,North,Electronics,Tablet Air,3,685.18,319.96,0.08,2023,Q3,9,Sep,2023-09,Tuesday,2.0,1891.1,959.88,931.22,49.24,1891.1,2023-09,2022-01,20,248,11,5753.82,1,2,3,6,Others
ORD04746,2022-03-09,2022-03-14,CUST0206,Chris Jones,East,Office Supplies,Ballpoint Pens Pack,1,13.84,2.93,0.06,2022,Q1,3,Mar,2022-03,Wednesday,5.0,13.01,2.93,10.08,77.48,13.01,2022-03,2022-03,0,114,15,14295.03,2,4,5,11,At Risk
ORD04747,2023-09-26,2023-09-27,CUST0399,Tara Brown,West,Furniture,Meeting Table,1,1399.43,547.52,0.11,2023,Q3,9,Sep,2023-09,Tuesday,1.0,1245.49,547.52,697.97,56.04,1245.49,2023-09,2022-01,20,26,11,6664.03,4,2,3,9,New Customers
ORD04748,2024-02-18,2024-02-25,CUST0119,Rachel Davis,West,Clothing,Business Suit,2,357.32,139.23,0.14,2024,Q1,2,Feb,2024-02,Sunday,7.0,614.59,278.46,336.13,54.69,614.59,2024-02,2022-07,19,93,7,6022.28,2,1,3,6,Others
ORD04749,2022-02-27,2022-03-03,CUST0361,Zoe Clark,North,Sports & Outdoors,Pull-up Bar Doorway,2,87.26,30.77,0.11,2022,Q1,2,Feb,2022-02,Sunday,4.0,155.32,61.54,93.78,60.38,155.32,2022-02,2022-02,0,70,12,2621.15,3,3,1,7,Loyal Customers
ORD04750,2023-04-13,2023-04-16,CUST0209,Xander Thompson,East,Sports & Outdoors,Resistance Bands Kit,3,26.61,8.52,0.11,2023,Q2,4,Apr,2023-04,Thursday,3.0,71.05,25.56,45.49,64.03,71.05,2023-04,2022-03,13,13,13,4157.53,5,3,2,10,Loyal Customers
ORD04751,2022-10-12,2022-10-13,CUST0301,Victor Williams,South,Electronics,Wireless Headphones,2,257.43,85.18,0.05,2022,Q4,10,Oct,2022-10,Wednesday,1.0,489.12,170.36,318.76,65.17,489.12,2022-10,2022-02,8,25,18,4749.36,4,5,2,11,Loyal Customers
ORD04752,2022-05-12,2022-05-19,CUST0377,Frank Johnson,West,Sports & Outdoors,Yoga Mat Premium,1,52.88,20.27,0.07,2022,Q2,5,May,2022-05,Thursday,7.0,49.18,20.27,28.91,58.78,49.18,2022-05,2022-01,4,40,15,4461.46,4,5,2,11,Loyal Customers
ORD04753,2023-10-22,2023-10-24,CUST0124,Chris Johnson,Central,Furniture,Meeting Table,10,1261.99,578.66,0.03,2023,Q4,10,Oct,2023-10,Sunday,2.0,12241.3,5786.6,6454.7,52.73,12241.3,2023-10,2022-03,19,119,12,23777.8,2,3,5,10,At Risk
ORD04754,2023-08-23,2023-08-26,CUST0193,David Williams,South,Electronics,USB-C Hub,1,47.88,14.93,0.04,2023,Q3,8,Aug,2023-08,Wednesday,3.0,45.96,14.93,31.03,67.52,45.96,2023-08,2022-01,19,96,10,5893.32,2,2,3,7,Others
ORD04755,2023-09-22,2023-09-28,CUST0213,Grace Wilson,North,Clothing,Casual Polo Shirt,1,51.63,17.88,0.09,2023,Q3,9,Sep,2023-09,Friday,6.0,46.98,17.88,29.1,61.94,46.98,2023-09,2022-01,20,89,9,5527.36,2,1,3,6,Others
ORD04756,2022-10-10,2022-10-13,CUST0046,Frank White,North,Furniture,Ergonomic Footrest,1,62.87,20.94,0.02,2022,Q4,10,Oct,2022-10,Monday,3.0,61.61,20.94,40.67,66.01,61.61,2022-10,2022-03,7,57,15,8158.36,3,4,4,11,Loyal Customers
ORD04757,2023-06-23,2023-06-30,CUST0298,Olivia Miller,Central,Clothing,Dress Pants,4,105.57,34.59,0.11,2023,Q2,6,Jun,2023-06,Friday,7.0,375.83,138.36,237.47,63.19,375.83,2023-06,2022-02,16,27,15,12417.01,4,4,5,13,Champions
ORD04758,2024-09-18,2024-09-24,CUST0321,Zoe Martin,South,Furniture,Bookshelf,2,208.47,67.61,0.03,2024,Q3,9,Sep,2024-09,Wednesday,6.0,404.43,135.22,269.21,66.57,404.43,2024-09,2022-05,28,39,12,2684.88,4,3,1,8,Loyal Customers
ORD04759,2022-07-24,2022-07-30,CUST0273,Bob Jackson,North,Electronics,Tablet Air,1,593.65,320.9,0.12,2022,Q3,7,Jul,2022-07,Sunday,6.0,522.41,320.9,201.51,38.57,522.41,2022-07,2022-02,5,215,11,3815.01,1,2,2,5,Others
ORD04760,2024-12-17,2024-12-21,CUST0237,Chris Jackson,North,Clothing,Dress Pants,1,88.97,34.07,0.1,2024,Q4,12,Dec,2024-12,Tuesday,4.0,80.07,34.07,46.0,57.45,80.07,2024-12,2022-04,32,5,16,10586.85,5,5,5,15,Champions
ORD04761,2023-04-28,2023-05-03,CUST0286,Rachel Jones,Central,Electronics,Laptop Pro,1,1251.85,664.46,0.06,2023,Q2,4,Apr,2023-04,Friday,5.0,1176.74,664.46,512.28,43.53,1176.74,2023-04,2022-01,15,92,9,7396.88,2,1,4,7,Others
ORD04762,2023-12-30,2024-01-03,CUST0312,Olivia Jackson,East,Clothing,Business Suit,4,422.22,136.66,0.04,2023,Q4,12,Dec,2023-12,Saturday,4.0,1621.32,546.64,1074.68,66.28,1621.32,2023-12,2022-02,22,14,17,6485.83,5,5,3,13,Loyal Customers
ORD04763,2023-01-23,2023-01-26,CUST0150,David Johnson,South,Clothing,Running Shoes Pro,1,115.34,44.65,0.07,2023,Q1,1,Jan,2023-01,Monday,3.0,107.27,44.65,62.62,58.38,107.27,2023-01,2022-01,12,3,18,9465.59,5,5,5,15,Champions
ORD04764,2022-11-29,2022-12-02,CUST0009,Grace Davis,East,Sports & Outdoors,Jump Rope Pro,3,23.87,7.54,0.03,2022,Q4,11,Nov,2022-11,Tuesday,3.0,69.46,22.62,46.84,67.43,69.46,2022-11,2022-08,3,79,18,2978.4,2,5,1,8,At Risk
ORD04765,2022-06-04,2022-06-07,CUST0165,Jack Miller,North,Sports & Outdoors,Dumbbell Set 20kg,2,161.51,67.05,0.01,2022,Q2,6,Jun,2022-06,Saturday,3.0,319.79,134.1,185.69,58.07,319.79,2022-06,2022-02,4,167,15,5209.17,1,4,3,8,Lost Customers
ORD04766,2024-02-10,2024-02-15,CUST0124,Chris Johnson,North,Furniture,Meeting Table,1,1298.96,583.93,0.04,2024,Q1,2,Feb,2024-02,Saturday,5.0,1247.0,583.93,663.07,53.17,1247.0,2024-02,2022-03,23,119,12,23777.8,2,3,5,10,At Risk
ORD04767,2024-11-30,2024-12-02,CUST0228,Sam Thompson,South,Electronics,Webcam HD,1,96.48,27.91,0.15,2024,Q4,11,Nov,2024-11,Saturday,2.0,82.01,27.91,54.1,65.97,82.01,2024-11,2022-02,33,13,12,7031.8,5,3,4,12,Loyal Customers
ORD04768,2024-03-08,2024-03-12,CUST0267,Noah Taylor,South,Office Supplies,Desk Organizer,3,37.83,11.63,,2024,Q1,3,Mar,2024-03,Friday,4.0,,34.89,,,,2024-03,2022-01,26,196,12,3760.41,1,3,2,6,Lost Customers
ORD04769,2022-02-25,2022-02-26,CUST0001,Uma Brown,East,Sports & Outdoors,Resistance Bands Kit,3,31.33,9.32,0.02,2022,Q1,2,Feb,2022-02,Friday,1.0,92.11,27.96,64.15,69.64,92.11,2022-02,2022-01,1,112,8,6855.31,2,1,4,7,Others
ORD04770,2022-10-17,2022-10-18,CUST0229,Emma Jackson,Central,Office Supplies,Stapler Heavy Duty,1,31.14,9.07,0.05,2022,Q4,10,Oct,2022-10,Monday,1.0,29.58,9.07,20.51,69.34,29.58,2022-10,2022-02,8,153,12,10879.66,1,3,5,9,Lost Customers
ORD04771,2024-07-14,2024-07-18,CUST0169,Bob Johnson,East,Clothing,Business Suit,1,445.38,149.14,0.01,2024,Q3,7,Jul,2024-07,Sunday,4.0,440.93,149.14,291.79,66.18,440.93,2024-07,2022-02,29,154,12,4409.13,1,3,2,6,Lost Customers
ORD04772,2023-05-09,2023-05-14,CUST0039,Olivia Taylor,South,Office Supplies,Sticky Notes Bulk,10,20.68,5.08,0.3,2023,Q2,5,May,2023-05,Tuesday,5.0,144.76,50.8,93.96,64.91,144.76,2023-05,2022-07,10,8,15,4616.69,5,4,2,11,Loyal Customers
ORD04773,2022-09-26,2022-10-01,CUST0391,Aaron Smith,Central,Electronics,USB-C Hub,2,41.03,13.0,0.15,2022,Q3,9,Sep,2022-09,Monday,5.0,69.75,26.0,43.75,62.72,69.75,2022-09,2022-04,5,42,16,5919.85,4,5,3,12,Loyal Customers
ORD04774,2024-01-02,2024-01-03,CUST0080,Yara Anderson,North,Clothing,Casual Polo Shirt,2,58.22,17.86,0.07,2024,Q1,1,Jan,2024-01,Tuesday,1.0,108.29,35.72,72.57,67.01,108.29,2024-01,2022-01,24,354,8,1607.78,1,1,1,3,Others
ORD04775,2023-03-10,2023-03-12,CUST0360,Rachel Thompson,East,Clothing,Cotton T-Shirt Pack,3,35.28,11.75,0.05,2023,Q1,3,Mar,2023-03,Friday,2.0,100.55,35.25,65.3,64.94,100.55,2023-03,2022-01,14,204,14,8567.69,1,4,4,9,Lost Customers
ORD04776,2022-12-23,2022-12-24,CUST0085,Quinn Garcia,North,Electronics,Tablet Air,2,647.49,306.87,0.06,2022,Q4,12,Dec,2022-12,Friday,1.0,1217.28,613.74,603.54,49.58,1217.28,2022-12,2022-04,8,1,18,16636.49,5,5,5,15,Champions
ORD04777,2022-12-29,2023-01-04,CUST0319,Yara Jackson,East,Furniture,Standing Desk,3,582.52,288.52,0.14,2022,Q4,12,Dec,2022-12,Thursday,6.0,1502.9,865.56,637.34,42.41,1502.9,2022-12,2022-03,9,18,13,8095.97,4,3,4,11,Loyal Customers
ORD04778,2023-10-30,2023-11-06,CUST0307,Henry Miller,Central,Clothing,Casual Polo Shirt,2,49.45,18.24,0.27,2023,Q4,10,Oct,2023-10,Monday,7.0,72.2,36.48,35.72,49.47,72.2,2023-10,2022-02,20,30,20,16435.92,4,5,5,14,Champions
ORD04779,2023-03-03,2023-03-10,CUST0225,Chris Jones,West,Office Supplies,Stapler Heavy Duty,1,25.27,8.71,0.03,2023,Q1,3,Mar,2023-03,Friday,7.0,24.51,8.71,15.8,64.46,24.51,2023-03,2022-10,5,57,16,6248.09,3,5,3,11,Loyal Customers
ORD04780,2023-08-22,2023-08-29,CUST0261,Maya Thompson,East,Sports & Outdoors,Sports Water Bottle,5,25.82,5.69,0.06,2023,Q3,8,Aug,2023-08,Tuesday,7.0,121.35,28.45,92.9,76.56,121.35,2023-08,2022-01,19,5,19,5707.51,5,5,3,13,Loyal Customers
ORD04781,2024-10-14,2024-10-18,CUST0371,Tara Thompson,West,Clothing,Winter Jacket,3,221.17,86.0,0.04,2024,Q4,10,Oct,2024-10,Monday,4.0,636.97,258.0,378.97,59.5,636.97,2024-10,2022-01,33,78,14,10719.97,2,4,5,11,At Risk
ORD04782,2024-04-26,2024-04-29,CUST0173,Quinn Williams,North,Office Supplies,Printer Paper,3,44.95,18.29,0.06,2024,Q2,4,Apr,2024-04,Friday,3.0,126.76,54.87,71.89,56.71,126.76,2024-04,2022-07,21,30,19,6002.35,4,5,3,12,Loyal Customers
ORD04783,2024-10-27,2024-10-31,CUST0002,Alice Wilson,East,Office Supplies,Desk Organizer,1,32.24,11.88,0.02,2024,Q4,10,Oct,2024-10,Sunday,4.0,31.6,11.88,19.72,62.41,31.6,2024-10,2022-01,33,65,20,16743.78,3,5,5,13,Loyal Customers
ORD04784,2022-04-07,2022-04-14,CUST0398,Frank Clark,North,Clothing,Cotton T-Shirt Pack,4,36.04,10.75,0.06,2022,Q2,4,Apr,2022-04,Thursday,7.0,135.51,43.0,92.51,68.27,135.51,2022-04,2022-01,3,221,8,2199.82,1,1,1,3,Others
ORD04785,2024-10-30,2024-11-02,CUST0017,Wendy Jackson,South,Clothing,Casual Polo Shirt,4,56.77,17.77,0.02,2024,Q4,10,Oct,2024-10,Wednesday,3.0,222.54,71.08,151.46,68.06,222.54,2024-10,2022-03,31,62,11,8844.91,3,2,4,9,Potential Loyalists
ORD04786,2022-02-26,2022-03-04,CUST0315,Paul Thomas,North,Clothing,Running Shoes Pro,2,105.6,50.29,0.05,2022,Q1,2,Feb,2022-02,Saturday,6.0,200.64,100.58,100.06,49.87,200.64,2022-02,2022-02,0,63,8,1126.45,3,1,1,5,Others
ORD04787,2023-07-31,2023-08-03,CUST0359,Beth Jackson,South,Furniture,Standing Desk,4,628.99,270.16,0.15,2023,Q3,7,Jul,2023-07,Monday,3.0,2138.57,1080.64,1057.93,49.47,2138.57,2023-07,2022-05,14,189,10,6150.87,1,2,3,6,Others
ORD04788,2023-08-25,2023-08-30,CUST0238,Tara Jones,North,Clothing,Winter Jacket,1,209.67,94.43,0.13,2023,Q3,8,Aug,2023-08,Friday,5.0,182.41,94.43,87.98,48.23,182.41,2023-08,2022-01,19,28,13,8697.03,4,3,4,11,Loyal Customers
ORD04789,2023-07-19,2023-07-22,CUST0386,Bob Taylor,Central,Office Supplies,Sticky Notes Bulk,5,16.37,5.14,0.09,2023,Q3,7,Jul,2023-07,Wednesday,3.0,74.48,25.7,48.78,65.49,74.48,2023-07,2022-06,13,7,12,2284.62,5,3,1,9,Loyal Customers
ORD04790,2024-10-21,2024-10-28,CUST0339,Iris White,Central,Office Supplies,Ballpoint Pens Pack,1,13.79,3.24,0.09,2024,Q4,10,Oct,2024-10,Monday,7.0,12.55,3.24,9.31,74.18,12.55,2024-10,2022-01,33,71,11,2516.47,3,2,1,6,Potential Loyalists
ORD04791,2023-11-27,2023-11-29,CUST0069,Beth Brown,East,Sports & Outdoors,Yoga Mat Premium,5,60.6,19.51,0.07,2023,Q4,11,Nov,2023-11,Monday,2.0,281.79,97.55,184.24,65.38,281.79,2023-11,2022-03,20,9,8,2255.11,5,1,1,7,New Customers
ORD04792,2022-07-03,2022-07-07,CUST0342,Karen Anderson,South,Electronics,Smartphone X,1,1059.69,485.48,0.09,2022,Q3,7,Jul,2022-07,Sunday,4.0,964.32,485.48,478.84,49.66,964.32,2022-07,2022-03,4,99,14,13708.59,2,4,5,11,At Risk
ORD04793,2023-03-06,2023-03-10,CUST0014,Olivia Robinson,North,Electronics,Wireless Headphones,2,225.97,90.35,0.09,2023,Q1,3,Mar,2023-03,Monday,4.0,411.27,180.7,230.57,56.06,411.27,2023-03,2022-01,14,146,12,4665.13,1,3,2,6,Lost Customers
ORD04794,2023-10-22,2023-10-27,CUST0385,Xander Thompson,Central,Electronics,Mechanical Keyboard,10,140.51,40.53,0.13,2023,Q4,10,Oct,2023-10,Sunday,5.0,1222.44,405.3,817.14,66.84,1222.44,2023-10,2022-05,17,45,13,3589.6,3,4,2,9,Loyal Customers
ORD04795,2024-01-12,2024-01-17,CUST0252,Aaron White,East,Clothing,Dress Pants,4,111.02,33.47,0.08,2024,Q1,1,Jan,2024-01,Friday,5.0,408.55,133.88,274.67,67.23,408.55,2024-01,2022-01,24,216,12,4660.84,1,3,2,6,Lost Customers
ORD04796,2023-09-06,2023-09-08,CUST0009,Grace Davis,North,Office Supplies,Stapler Heavy Duty,1,29.68,8.67,0.14,2023,Q3,9,Sep,2023-09,Wednesday,2.0,25.52,8.67,16.85,66.03,25.52,2023-09,2022-08,13,79,18,2978.4,2,5,1,8,At Risk
ORD04797,2023-07-10,2023-07-15,CUST0019,Emma Miller,South,Sports & Outdoors,Dumbbell Set 20kg,2,187.85,76.91,0.08,2023,Q3,7,Jul,2023-07,Monday,5.0,345.64,153.82,191.82,55.5,345.64,2023-07,2022-01,18,40,11,2202.82,4,2,1,7,New Customers
ORD04798,2022-09-05,2022-09-10,CUST0025,Zoe Johnson,West,Office Supplies,Stapler Heavy Duty,1,24.93,8.82,0.07,2022,Q3,9,Sep,2022-09,Monday,5.0,23.18,8.82,14.36,61.95,23.18,2022-09,2022-02,7,105,8,2088.73,2,1,1,4,Others
ORD04799,2024-02-16,2024-02-22,CUST0016,Yara Garcia,North,Clothing,Business Suit,4,446.38,153.23,0.1,2024,Q1,2,Feb,2024-02,Friday,6.0,1606.97,612.92,994.05,61.86,1606.97,2024-02,2022-02,24,238,13,10271.68,1,3,5,9,Lost Customers
ORD04800,2022-07-25,2022-07-27,CUST0278,Carol Anderson,South,Clothing,Cotton T-Shirt Pack,1,33.69,10.49,0.13,2022,Q3,7,Jul,2022-07,Monday,2.0,29.31,10.49,18.82,64.21,29.31,2022-07,2022-01,6,1,12,8697.37,5,3,4,12,Loyal Customers
ORD04801,2024-01-17,2024-01-22,CUST0082,Noah Garcia,West,Clothing,Cotton T-Shirt Pack,1,34.09,11.49,0.11,2024,Q1,1,Jan,2024-01,Wednesday,5.0,30.34,11.49,18.85,62.13,30.34,2024-01,2022-04,21,48,13,7638.85,3,3,4,10,Loyal Customers
ORD04802,2022-08-15,2022-08-22,CUST0192,Tara Robinson,East,Sports & Outdoors,Pull-up Bar Doorway,2,96.39,35.04,0.1,2022,Q3,8,Aug,2022-08,Monday,7.0,173.5,70.08,103.42,59.61,173.5,2022-08,2022-01,7,252,12,6284.74,1,3,3,7,Lost Customers
ORD04803,2022-12-31,2023-01-04,CUST0218,Bob Smith,South,Sports & Outdoors,Yoga Mat Premium,2,60.63,18.47,0.0,2022,Q4,12,Dec,2022-12,Saturday,4.0,121.26,36.94,84.32,69.54,121.26,2022-12,2022-01,11,0,14,4804.07,5,4,2,11,Loyal Customers
ORD04804,2023-06-15,2023-06-18,CUST0301,Victor Williams,North,Office Supplies,Printer Paper,2,48.48,16.64,0.06,2023,Q2,6,Jun,2023-06,Thursday,3.0,91.14,33.28,57.86,63.48,91.14,2023-06,2022-02,16,25,18,4749.36,4,5,2,11,Loyal Customers
ORD04805,2023-02-03,,CUST0178,Chris Robinson,South,Office Supplies,Whiteboard Magnetic,1,141.25,55.78,0.1,2023,Q1,2,Feb,2023-02,Friday,,127.12,55.78,71.34,56.12,127.12,2023-02,2022-01,13,37,12,7453.83,4,3,4,11,Loyal Customers
ORD04806,2023-07-05,2023-07-10,CUST0355,Beth Robinson,West,Furniture,Filing Cabinet,3,217.26,100.57,0.11,2023,Q3,7,Jul,2023-07,Wednesday,5.0,580.08,301.71,278.37,47.99,580.08,2023-07,2022-03,16,138,11,21932.11,1,2,5,8,Others
ORD04807,2022-06-29,2022-06-30,CUST0370,Diana Jones,,Sports & Outdoors,Jump Rope Pro,2,28.53,6.57,0.12,2022,Q2,6,Jun,2022-06,Wednesday,1.0,50.21,13.14,37.07,73.83,50.21,2022-06,2022-01,5,204,16,3397.16,1,5,2,8,Lost Customers
ORD04808,2023-04-27,2023-04-29,CUST0142,Zoe Brown,North,Office Supplies,Sticky Notes Bulk,1,20.9,4.77,0.14,2023,Q2,4,Apr,2023-04,Thursday,2.0,17.97,4.77,13.2,73.46,17.97,2023-04,2022-01,15,42,10,3001.3,4,2,1,7,New Customers
ORD04809,2024-05-02,2024-05-04,CUST0126,Carol Martin,Central,Clothing,Business Suit,3,350.88,145.07,0.07,2024,Q2,5,May,2024-05,Thursday,2.0,978.96,435.21,543.75,55.54,978.96,2024-05,2022-02,27,3,16,11892.52,5,5,5,15,Champions
ORD04810,2022-04-14,2022-04-21,CUST0260,Liam Martin,North,Electronics,Wireless Headphones,1,234.4,91.09,0.03,2022,Q2,4,Apr,2022-04,Thursday,7.0,227.37,91.09,136.28,59.94,227.37,2022-04,2022-03,1,29,15,4325.7,4,4,2,10,Loyal Customers
ORD04811,2023-10-14,2023-10-15,CUST0310,Paul Clark,Central,Office Supplies,Stapler Heavy Duty,3,29.0,9.23,0.12,2023,Q4,10,Oct,2023-10,Saturday,1.0,76.56,27.69,48.87,63.83,76.56,2023-10,2022-06,16,26,17,8451.0,4,5,4,13,Champions
ORD04812,2022-03-12,2022-03-19,CUST0149,Olivia Thompson,East,Electronics,Webcam HD,2,97.26,28.39,0.1,2022,Q1,3,Mar,2022-03,Saturday,7.0,175.07,56.78,118.29,67.57,175.07,2022-03,2022-01,2,1,19,12257.71,5,5,5,15,Champions
ORD04813,2023-01-17,2023-01-22,CUST0151,Uma Thompson,North,Sports & Outdoors,Pull-up Bar Doorway,4,75.23,34.07,0.04,2023,Q1,1,Jan,2023-01,Tuesday,5.0,288.88,136.28,152.6,52.82,288.88,2023-01,2022-01,12,16,18,9832.7,5,5,5,15,Champions
ORD04814,2023-04-03,2023-04-10,CUST0321,Zoe Martin,West,Clothing,Business Suit,3,414.94,145.91,0.04,2023,Q2,4,Apr,2023-04,Monday,7.0,1195.03,437.73,757.3,63.37,1195.03,2023-04,2022-05,11,39,12,2684.88,4,3,1,8,Loyal Customers
ORD04815,2022-05-02,2022-05-09,CUST0175,Carol Clark,South,Office Supplies,Ballpoint Pens Pack,4,11.49,2.87,0.07,2022,Q2,5,May,2022-05,Monday,7.0,42.74,11.48,31.26,73.14,42.74,2022-05,2022-04,1,12,9,1647.26,5,1,1,7,New Customers
ORD04816,2023-05-19,2023-05-22,CUST0267,Noah Taylor,South,Office Supplies,Sticky Notes Bulk,1,20.2,4.67,0.06,2023,Q2,5,May,2023-05,Friday,3.0,18.99,4.67,14.32,75.41,18.99,2023-05,2022-01,16,196,12,3760.41,1,3,2,6,Lost Customers
ORD04817,2024-09-23,2024-09-28,CUST0215,Iris Johnson,West,Furniture,Executive Chair,4,316.58,174.99,0.15,2024,Q3,9,Sep,2024-09,Monday,5.0,1076.37,699.96,376.41,34.97,1076.37,2024-09,2022-04,29,59,13,5069.82,3,3,3,9,Loyal Customers
